0 0 5136
1 5136 7829
2 12965 5323
3 18288 11012
4 29300 1837
5 31137 7272
6 38409 3693
7 42102 7931
8 50033 483
9 50516 5218
10 55734 2500
11 58234 3069
12 61303 3885
13 65188 755
14 65943 877
15 66820 5678
16 72498 1490
17 73988 2144
18 76132 2624
19 78756 3672
20 82428 3276
21 85704 2086
22 87790 4832
23 92622 10148
24 102770 593
25 103363 3170
26 106533 3459
27 109992 5320
28 115312 3769
29 119081 6254
30 125335 9862
31 135197 2081
32 137278 1637
33 138915 3129
34 142044 5586
35 147630 3668
36 151298 1988
37 153286 4400
38 157686 1370
39 159056 9459
40 168515 4582
41 173097 2587
42 175684 3581
43 179265 1785
44 181050 1489
45 182539 1511
46 184050 4722
47 188772 2897
48 191669 8565
49 200234 7781
50 208015 5312
51 213327 3047
52 216374 7130
53 223504 1188
54 224692 2807
55 227499 2582
56 230081 1948
57 232029 2323
58 234352 530
59 234882 5875
60 240757 523
61 241280 2079
62 243359 6631
63 249990 5886
64 255876 2524
65 258400 3078
66 261478 8945
67 270423 3620
68 274043 3897
69 277940 3038
70 280978 8954
71 289932 4044
72 293976 3391
73 297367 3642
74 301009 1459
75 302468 4480
76 306948 1026
77 307974 1780
78 309754 5600
79 315354 2099
80 317453 1800
81 319253 15858
82 335111 5937
83 341048 2258
84 343306 2622
85 345928 5407
86 351335 3926
87 355261 13775
88 369036 3830
89 372866 1841
90 374707 3631
91 378338 6598
92 384936 2953
93 387889 563
94 388452 4694
95 393146 4560
96 397706 2714
97 400420 4741
98 405161 2162
99 407323 744
100 408067 1958
101 410025 1564
102 411589 2563
103 414152 2010
104 416162 3755
105 419917 945
106 420862 1210
107 422072 1929
108 424001 1435
109 425436 3814
110 429250 5721
111 434971 2243
112 437214 2905
113 440119 1507
114 441626 5753
115 447379 2661
116 450040 1290
117 451330 1268
118 452598 1337
119 453935 7958
120 461893 1709
121 463602 2833
122 466435 1245
123 467680 1415
124 469095 5127
125 474222 3044
126 477266 1299
127 478565 2791
128 481356 1446
129 482802 926
130 483728 2778
131 486506 1497
132 488003 910
133 488913 3003
134 491916 1201
135 493117 8776
136 501893 2605
137 504498 1627
138 506125 2237
139 508362 1993
140 510355 6250
141 516605 2081
142 518686 1569
143 520255 3150
144 523405 4062
145 527467 2686
146 530153 2879
147 533032 1039
148 534071 1421
149 535492 5508
150 541000 1649
151 542649 3621
152 546270 2083
153 548353 5811
154 554164 6783
155 560947 1211
156 562158 1522
157 563680 359
158 564039 2201
159 566240 1744
160 567984 2948
161 570932 1222
162 572154 1962
163 574116 918
164 575034 1870
165 576904 2969
166 579873 6888
167 586761 2663
168 589424 1565
169 590989 1770
170 592759 1707
171 594466 962
172 595428 8961
173 604389 5612
174 610001 5670
175 615671 5487
176 621158 6744
177 627902 2075
178 629977 19458
179 649435 7682
180 657117 1821
181 658938 1239
182 660177 3037
183 663214 1859
184 665073 2694
